fileName:arduino:animalCode
experimental_log_2642021_12129.csv:0:217
experimental_log_2642021_12129.csv:1:219
experimental_log_2642021_12129.csv:2:218
experimental_log_2642021_11566.csv:0:220
experimental_log_2642021_135836.csv:0:221
experimental_log_2642021_135836.csv:1:223
experimental_log_2642021_135836.csv:2:222
experimental_log_2742021_11639.csv:0:217
experimental_log_2742021_11639.csv:2:218
experimental_log_2742021_11639.csv:1:219
experimental_log_2742021_111144.csv:0:220
experimental_log_2842021_113214.csv:0:217
experimental_log_2842021_113214.csv:2:218
experimental_log_2842021_113214.csv:1:219
experimental_log_2842021_113513.csv:0:220
experimental_log_2842021_134056.csv:0:221
experimental_log_2842021_134056.csv:2:222
experimental_log_2842021_134056.csv:1:223
experimental_log_2842021_13425.csv:0:224
experimental_log_2942021_114856.csv:0:217
experimental_log_2942021_114856.csv:2:218
experimental_log_2942021_114856.csv:1:219
experimental_log_2942021_114124.csv:0:220
experimental_log_2942021_132329.csv:0:221
experimental_log_2942021_132329.csv:2:222
experimental_log_2942021_132329.csv:1:223
experimental_log_2942021_132118.csv:0:224
experimental_log_3042021_114726.csv:0:217
experimental_log_3042021_114726.csv:1:218
experimental_log_3042021_115041.csv:1:219
experimental_log_3042021_115041.csv:0:220
experimental_log_3042021_133115.csv:0:221
experimental_log_3042021_133115.csv:1:222
experimental_log_3042021_133155.csv:1:223
experimental_log_3042021_133155.csv:0:224
experimental_log_352021_105839.csv:0:217
experimental_log_352021_105839.csv:1:218
experimental_log_352021_105820.csv:1:219
experimental_log_352021_105820.csv:0:220
experimental_log_352021_132248.csv:0:221
experimental_log_352021_132248.csv:1:222
experimental_log_352021_132213.csv:1:223
experimental_log_352021_132213.csv:0:224
experimental_log_452021_121458.csv:1:217
experimental_log_452021_121458.csv:0:218
experimental_log_452021_1229.csv:0:219
experimental_log_452021_1229.csv:1:220
experimental_log_452021_134823.csv:1:221
experimental_log_452021_134823.csv:0:222
experimental_log_452021_134959.csv:0:223
experimental_log_452021_134959.csv:1:224
experimental_log_552021_104314.csv:1:217
experimental_log_552021_104314.csv:0:218
experimental_log_552021_104547.csv:0:219
experimental_log_552021_104547.csv:1:220
experimental_log_552021_133219.csv:1:221
experimental_log_552021_133219.csv:0:222
experimental_log_552021_133311.csv:0:223
experimental_log_552021_133311.csv:1:224
experimental_log_652021_12447.csv:0:217
experimental_log_652021_12447.csv:1:218
experimental_log_652021_12554.csv:1:219
experimental_log_652021_12554.csv:0:220
experimental_log_652021_13399.csv:0:221
experimental_log_652021_13399.csv:1:222
experimental_log_652021_13397.csv:1:223
experimental_log_652021_13397.csv:0:224
experimental_log_1052021_10296.csv:0:217
experimental_log_1052021_10296.csv:1:218
experimental_log_1052021_102832.csv:1:219
experimental_log_1052021_102832.csv:0:220
experimental_log_1052021_134838.csv:0:221
experimental_log_1052021_134838.csv:1:222
experimental_log_1052021_133548.csv:1:223
experimental_log_1052021_133548.csv:0:224
experimental_log_1152021_112816.csv:0:217
experimental_log_1152021_113918.csv:2:218
experimental_log_1152021_113918.csv:1:219
experimental_log_1152021_113918.csv:0:220
experimental_log_1152021_132014.csv:0:221
experimental_log_1152021_13208.csv:2:222
experimental_log_1152021_13208.csv:1:223
experimental_log_1152021_13208.csv:0:224
