date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210503,110304,284009,1,0,1,0,0,0
20210503,110305,284478,1,0,2,0,0,0
20210503,110305,284898,1,0,3,0,0,0
20210503,110305,285347,1,0,4,0,0,0
20210503,110306,285763,1,0,5,0,0,0
20210503,110307,286564,1,0,5,1,1,0
20210503,110318,297498,1,2,1,0,0,0
20210503,110319,298649,1,2,2,0,0,0
20210503,110329,308966,1,2,3,0,0,0
20210503,110330,309596,1,2,4,0,0,0
20210503,110332,311672,1,2,5,0,0,0
20210503,110333,312479,1,2,5,1,1,0
20210503,110338,317472,1,2,6,1,1,0
20210503,110339,318492,1,2,7,1,1,0
20210503,110341,321106,1,2,8,1,1,0
20210503,110341,321118,1,2,9,1,1,0
20210503,110341,321123,1,2,10,1,1,0
20210503,110347,326991,0,0,1,0,0,0
20210503,110347,327345,0,0,2,0,0,0
20210503,110348,327655,0,0,3,0,0,0
20210503,110348,327986,0,0,4,0,0,0
20210503,110348,328311,0,0,5,0,0,0
20210503,110349,329110,0,0,5,1,1,0
20210503,110352,332360,0,2,1,0,0,0
20210503,110353,332757,0,2,2,0,0,0
20210503,110353,333122,0,2,3,0,0,0
20210503,110354,333498,0,2,4,0,0,0
20210503,110354,333876,0,2,5,0,0,0
20210503,110355,334679,0,2,5,1,1,0
20210503,110423,363358,1,0,6,1,1,0
20210503,110424,363747,1,0,7,1,1,0
20210503,110424,364082,1,0,8,1,1,0
20210503,110424,364410,1,0,9,1,1,0
20210503,110425,364779,1,0,10,1,1,0
20210503,110426,365580,1,0,10,2,2,0
20210503,110430,370361,1,2,11,1,1,0
20210503,110431,370716,1,2,12,1,1,0
20210503,110431,371025,1,2,13,1,1,0
20210503,110431,371349,1,2,14,1,1,0
20210503,110432,371667,1,2,15,1,1,0
20210503,110433,372471,1,2,15,2,2,0
20210503,110439,379266,0,0,6,1,1,0
20210503,110440,379630,0,0,7,1,1,0
20210503,110440,379984,0,0,8,1,1,0
20210503,110440,380350,0,0,9,1,1,0
20210503,110441,380760,0,0,10,1,1,0
20210503,110442,381564,0,0,10,2,2,0
20210503,110445,384603,0,2,6,1,1,0
20210503,110445,385056,0,2,7,1,1,0
20210503,110445,385389,0,2,8,1,1,0
20210503,110446,385733,0,2,9,1,1,0
20210503,110446,386106,0,2,10,1,1,0
20210503,110447,386907,0,2,10,2,2,0
20210503,120054,3754276,1,2,16,2,2,0
20210503,120054,3754376,1,2,17,2,2,0
20210503,120055,3754475,1,2,18,2,2,0
20210503,120055,3754575,1,2,19,2,2,0
