date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210506,110820,125364,0,0,1,0,0,0
20210506,110820,125714,0,0,2,0,0,0
20210506,110821,126063,0,0,3,0,0,0
20210506,110821,126407,0,0,4,0,0,0
20210506,110821,126746,0,0,5,0,0,0
20210506,110822,127550,0,0,5,1,1,0
20210506,110825,130001,0,2,1,0,0,0
20210506,110825,130333,0,2,2,0,0,0
20210506,110825,130607,0,2,3,0,0,0
20210506,110826,130903,0,2,4,0,0,0
20210506,110826,131186,0,2,5,0,0,0
20210506,110827,131989,0,2,5,1,1,0
20210506,110830,134857,1,0,1,0,0,0
20210506,110830,135343,1,0,2,0,0,0
20210506,110830,135651,1,0,3,0,0,0
20210506,110831,135926,1,0,4,0,0,0
20210506,110831,136293,1,0,5,0,0,0
20210506,110832,137093,1,0,5,1,1,0
20210506,110834,139730,1,2,1,0,0,0
20210506,110835,140014,1,2,2,0,0,0
20210506,110835,140296,1,2,3,0,0,0
20210506,110835,140575,1,2,4,0,0,0
20210506,110836,140870,1,2,5,0,0,0
20210506,110836,141672,1,2,5,1,1,0
20210506,120231,3376203,0,0,6,1,1,0
20210506,120231,3376523,0,0,7,1,1,0
20210506,120232,3376878,0,0,8,1,1,0
20210506,120232,3377196,0,0,9,1,1,0
20210506,120232,3377513,0,0,10,1,1,0
20210506,120233,3378312,0,0,10,2,2,0
20210506,120236,3381512,0,2,6,1,1,0
20210506,120237,3381780,0,2,7,1,1,0
20210506,120237,3382112,0,2,8,1,1,0
20210506,120237,3382429,0,2,9,1,1,0
20210506,120237,3382746,0,2,10,1,1,0
20210506,120238,3383556,0,2,10,2,2,0
20210506,120248,3393647,1,0,6,1,1,0
20210506,120248,3393663,1,0,7,1,1,0
20210506,120249,3393975,1,0,8,1,1,0
20210506,120249,3394246,1,0,9,1,1,0
20210506,120249,3394541,1,0,10,1,1,0
20210506,120250,3395343,1,0,10,2,2,0
20210506,120254,3398866,1,2,6,1,1,0
20210506,120254,3398886,1,2,7,1,1,0
20210506,120254,3398903,1,2,8,1,1,0
20210506,120254,3398921,1,2,9,1,1,0
20210506,120254,3398938,1,2,10,1,1,0
20210506,120255,3399750,1,2,10,2,2,0
20210506,120255,3399832,1,2,11,2,2,0
20210506,120255,3399837,1,2,12,2,2,0
20210506,120304,3408977,0,0,11,2,2,0
20210506,120304,3409310,0,0,12,2,2,0
20210506,120304,3409610,0,0,13,2,2,0
20210506,120305,3409926,0,0,14,2,2,0
20210506,120305,3410239,0,0,15,2,2,0
20210506,120306,3411043,0,0,15,3,3,0
20210506,120308,3413535,0,2,11,2,2,0
20210506,120309,3413839,0,2,12,2,2,0
20210506,120309,3414142,0,2,13,2,2,0
20210506,120309,3414444,0,2,14,2,2,0
20210506,120309,3414744,0,2,15,2,2,0
20210506,120310,3415543,0,2,15,3,3,0
20210506,120314,3419025,1,0,11,2,2,0
20210506,120314,3419414,1,0,12,2,2,0
20210506,120315,3419751,1,0,13,2,2,0
20210506,120315,3420279,1,0,14,2,2,0
20210506,120315,3420685,1,0,15,2,2,0
20210506,120316,3421495,1,0,15,3,3,0
20210506,120319,3424087,1,2,13,2,2,0
20210506,120319,3424437,1,2,14,2,2,0
20210506,120320,3424768,1,2,15,2,2,0
20210506,120320,3425247,1,2,16,2,2,0
20210506,120320,3425701,1,2,17,2,2,0
20210506,120321,3426508,1,2,17,3,3,0
