date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210422,105413,32828,0,0,0,1,0,1
20210422,105414,33833,0,0,1,1,0,1
20210422,105414,34484,0,0,2,1,0,1
20210422,105415,35049,0,0,3,1,0,1
20210422,105415,35623,0,0,4,1,0,1
20210422,105416,36151,0,0,5,1,0,1
20210422,105417,37023,0,0,6,1,0,1
20210422,105417,37576,0,0,7,1,0,1
20210422,105418,38047,0,0,8,1,0,1
20210422,105418,38498,0,0,9,1,0,1
20210422,105419,38952,0,0,10,1,0,1
20210422,105419,39669,0,0,11,1,0,1
20210422,105420,39927,0,0,12,1,0,1
20210422,105420,40119,0,0,13,1,0,1
20210422,105420,40303,0,0,14,1,0,1
20210422,105420,40500,0,0,15,1,0,1
20210422,105420,40684,0,0,16,1,0,1
20210422,105421,40869,0,0,17,1,0,1
20210422,105421,41061,0,0,18,1,0,1
20210422,105421,41242,0,0,19,1,0,1
20210422,105421,41438,0,0,20,1,0,1
20210422,105421,41631,0,0,21,1,0,1
20210422,105422,41823,0,0,22,1,0,1
20210422,105422,42028,0,0,23,1,0,1
20210422,105422,42212,0,0,24,1,0,1
20210422,105422,42401,0,0,25,1,0,1
20210422,105422,42597,0,0,26,1,0,1
20210422,105422,42782,0,0,27,1,0,1
20210422,105423,42970,0,0,28,1,0,1
20210422,105423,43151,0,0,29,1,0,1
20210422,105423,43340,0,0,30,1,0,1
20210422,105423,43543,0,0,31,1,0,1
20210422,105423,43728,0,0,32,1,0,1
20210422,105424,43912,0,0,33,1,0,1
20210422,105424,44121,0,0,34,1,0,1
20210422,105424,44322,0,0,35,1,0,1
20210422,105424,44506,0,0,36,1,0,1
20210422,105424,44695,0,0,37,1,0,1
20210422,105425,44915,0,0,38,1,0,1
20210422,105425,45100,0,0,39,1,0,1
20210422,105425,45289,0,0,40,1,0,1
20210422,105425,45481,0,0,41,1,0,1
20210422,105425,45690,0,0,42,1,0,1
20210422,105426,45887,0,0,43,1,0,1
20210422,105426,46071,0,0,44,1,0,1
20210422,105426,46255,0,0,45,1,0,1
20210422,105426,46447,0,0,46,1,0,1
20210422,105426,46624,0,0,47,1,0,1
20210422,105426,46816,0,0,48,1,0,1
20210422,105427,47016,0,0,49,1,0,1
20210422,105427,47229,0,0,50,1,0,1
20210422,105427,47446,0,0,51,1,0,1
20210422,105427,47664,0,0,52,1,0,1
20210422,105427,47778,0,0,53,1,0,1
20210422,105428,47840,0,0,54,1,0,1
20210422,105428,48131,0,0,55,1,0,1
20210422,105428,48306,0,0,56,1,0,1
20210422,105428,48474,0,0,57,1,0,1
20210422,105428,48671,0,0,58,1,0,1
20210422,105429,48860,0,0,59,1,0,1
20210422,105440,60709,0,2,1,0,0,1
20210422,105441,61241,0,2,2,0,0,1
20210422,105441,61728,0,2,3,0,0,1
20210422,105442,62134,0,2,4,0,0,1
20210422,105442,62662,0,2,5,0,0,1
20210422,105443,63469,0,2,5,1,1,1
20210422,105447,67528,0,0,60,1,0,1
20210422,105448,67921,0,0,61,1,0,1
20210422,105448,68314,0,0,62,1,0,1
20210422,105448,68716,0,0,63,1,0,1
20210422,105449,69330,0,0,64,1,0,1
20210422,105450,70133,0,0,64,2,1,1
20210422,105505,85028,0,2,6,1,1,1
20210422,105505,85619,0,2,7,1,1,1
20210422,105506,86131,0,2,8,1,1,1
20210422,105506,86679,0,2,9,1,1,1
20210422,105507,87749,0,2,10,1,1,1
20210422,105508,88556,0,2,10,2,2,1
20210422,105512,91869,0,0,65,2,1,1
20210422,105512,92413,0,0,66,2,1,1
20210422,105513,92942,0,0,67,2,1,1
20210422,105513,93495,0,0,68,2,1,1
20210422,105514,94044,0,0,69,2,1,1
20210422,105515,94850,0,0,69,3,2,1
20210422,105533,112909,0,2,11,2,2,1
20210422,105533,113216,0,2,12,2,2,1
20210422,105533,113457,0,2,13,2,2,1
20210422,105533,113703,0,2,14,2,2,1
20210422,105535,114927,0,2,15,2,2,1
20210422,105535,114928,0,2,15,3,3,1
20210422,105537,117221,0,0,70,3,2,1
20210422,105537,117704,0,0,71,3,2,1
20210422,105538,118118,0,0,72,3,2,1
20210422,105538,118507,0,0,73,3,2,1
20210422,105539,118921,0,0,74,3,2,1
20210422,105539,118925,0,0,74,4,2,1
20210422,105603,143151,0,0,75,4,2,1
20210422,105603,143597,0,0,76,4,2,1
20210422,105603,143630,0,0,77,4,2,1
20210422,105604,144032,0,0,78,4,2,1
20210422,105604,144482,0,0,79,4,2,1
20210422,105605,145289,0,0,79,5,3,1
20210422,105610,150773,0,2,16,3,3,1
20210422,105611,150896,0,2,17,3,3,1
20210422,105611,151011,0,2,18,3,3,1
20210422,105611,151113,0,2,19,3,3,1
20210422,105611,151232,0,2,20,3,3,1
20210422,105612,152038,0,2,20,4,4,1
20210422,105627,166944,0,0,80,5,3,1
20210422,105627,167123,0,0,81,5,3,1
20210422,105627,167295,0,0,82,5,3,1
20210422,105627,167467,0,0,83,5,3,1
20210422,105627,167656,0,0,84,5,3,1
20210422,105628,168459,0,0,84,6,4,1
