date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210511,114016,57316,2,0,1,0,0,0
20210511,114016,57697,2,0,2,0,0,0
20210511,114016,58062,2,0,3,0,0,0
20210511,114017,58400,2,0,4,0,0,0
20210511,114017,58740,2,0,5,0,0,0
20210511,114018,59536,2,0,5,1,1,0
20210511,114021,62823,2,2,1,0,0,0
20210511,114021,63164,2,2,2,0,0,0
20210511,114022,63480,2,2,3,0,0,0
20210511,114022,63783,2,2,4,0,0,0
20210511,114022,64080,2,2,5,0,0,0
20210511,114023,64886,2,2,5,1,1,0
20210511,114027,68461,1,0,1,0,0,0
20210511,114027,68796,1,0,2,0,0,0
20210511,114027,69171,1,0,3,0,0,0
20210511,114028,69562,1,0,4,0,0,0
20210511,114028,69902,1,0,5,0,0,0
20210511,114029,70710,1,0,5,1,1,0
20210511,114032,74071,1,2,1,0,0,0
20210511,114033,74428,1,2,2,0,0,0
20210511,114033,74762,1,2,3,0,0,0
20210511,114033,75081,1,2,4,0,0,0
20210511,114034,75436,1,2,5,0,0,0
20210511,114035,76234,1,2,5,1,1,0
20210511,114040,81726,0,0,1,0,0,0
20210511,114041,82214,0,0,2,0,0,0
20210511,114041,82602,0,0,3,0,0,0
20210511,114041,83016,0,0,4,0,0,0
20210511,114042,83400,0,0,5,0,0,0
20210511,114043,84204,0,0,5,1,1,0
20210511,114046,87712,0,2,1,0,0,0
20210511,114047,88179,0,2,2,0,0,0
20210511,114048,89269,0,2,3,0,0,0
20210511,114048,89588,0,2,4,0,0,0
20210511,114048,89956,0,2,5,0,0,0
20210511,114049,90764,0,2,5,1,1,0
20210511,114149,150544,0,0,6,1,1,0
20210511,114149,150999,0,0,7,1,1,0
20210511,114150,151370,0,0,8,1,1,0
20210511,114150,151687,0,0,9,1,1,0
20210511,114150,152063,0,0,10,1,1,0
20210511,114151,152869,0,0,10,2,2,0
20210511,114157,159042,0,2,6,1,1,0
20210511,114158,159416,0,2,7,1,1,0
20210511,114158,159703,0,2,8,1,1,0
20210511,114158,160018,0,2,9,1,1,0
20210511,114159,160319,0,2,10,1,1,0
20210511,114159,161123,0,2,10,2,2,0
20210511,115631,1032351,1,0,6,1,1,0
20210511,115631,1032518,1,0,7,1,1,0
20210511,115631,1032622,0,2,11,2,2,0
20210511,115631,1032769,1,0,8,1,1,0
20210511,115631,1032883,1,0,9,1,1,0
20210511,115631,1032990,1,0,10,1,1,0
20210511,115632,1033797,1,0,10,2,2,0
20210511,115632,1033950,1,0,11,2,2,0
20210511,115632,1034066,1,0,12,2,2,0
20210511,115633,1034178,1,0,13,2,2,0
20210511,115633,1034298,1,0,14,2,2,0
20210511,115633,1034410,1,0,15,2,2,0
20210511,115633,1034537,1,0,16,2,2,0
20210511,115633,1034636,1,0,17,2,2,0
20210511,115633,1034771,1,0,18,2,2,0
20210511,115633,1034882,1,0,19,2,2,0
20210511,115633,1035011,1,0,20,2,2,0
20210511,115633,1035128,1,0,21,2,2,0
20210511,115634,1035245,1,0,22,2,2,0
20210511,115634,1035483,1,0,23,2,2,0
20210511,115634,1035522,2,2,6,1,1,0
20210511,115634,1035604,1,0,24,2,2,0
20210511,115634,1035717,2,2,7,1,1,0
20210511,115634,1035803,2,2,8,1,1,0
20210511,115634,1035895,2,2,9,1,1,0
20210511,115634,1036012,2,2,10,1,1,0
20210511,115635,1036817,2,2,10,2,2,0
20210511,115635,1036851,2,2,11,2,2,0
20210511,115635,1036951,2,2,12,2,2,0
20210511,115635,1037071,2,2,13,2,2,0
20210511,115636,1037187,2,2,14,2,2,0
20210511,115636,1037276,2,2,15,2,2,0
20210511,115636,1037408,2,2,16,2,2,0
20210511,115636,1037516,2,2,17,2,2,0
20210511,115636,1037615,2,2,18,2,2,0
20210511,115636,1037758,2,2,19,2,2,0
20210511,115636,1037858,2,2,20,2,2,0
20210511,115636,1037986,2,2,21,2,2,0
20210511,115636,1038092,2,2,22,2,2,0
20210511,115637,1038219,2,2,23,2,2,0
20210511,115637,1038332,2,2,24,2,2,0
20210511,115637,1038456,2,2,25,2,2,0
20210511,115637,1038596,2,2,26,2,2,0
20210511,115637,1038693,2,2,27,2,2,0
20210511,115637,1038838,2,2,28,2,2,0
20210511,115637,1038950,2,2,29,2,2,0
20210511,115637,1039064,2,2,30,2,2,0
20210511,115638,1039191,2,2,31,2,2,0
20210511,115638,1039320,2,2,32,2,2,0
20210511,115638,1039452,2,2,33,2,2,0
20210511,115638,1039537,2,2,34,2,2,0
20210511,115638,1039669,2,2,35,2,2,0
20210511,115638,1039784,2,2,36,2,2,0
20210511,115638,1039909,2,2,37,2,2,0
20210511,115638,1040029,2,2,38,2,2,0
20210511,115638,1040145,2,2,39,2,2,0
20210511,115639,1040257,2,2,40,2,2,0
20210511,115648,1049353,0,2,12,2,2,0
20210511,115648,1049429,0,2,13,2,2,0
20210511,115648,1049538,0,2,14,2,2,0
20210511,115648,1049640,0,2,15,2,2,0
20210511,115649,1050432,0,2,15,3,3,0
20210511,115649,1050534,0,2,16,3,3,0
20210511,115649,1050660,0,2,17,3,3,0
20210511,115649,1050889,0,2,18,3,3,0
20210511,115649,1051020,0,2,19,3,3,0
20210511,115649,1051142,0,2,20,3,3,0
20210511,115650,1051383,0,2,21,3,3,0
20210511,115650,1051639,0,2,22,3,3,0
20210511,115701,1062423,2,0,6,1,1,0
20210511,115701,1062606,2,0,7,1,1,0
20210511,115701,1062720,2,0,8,1,1,0
20210511,115701,1062905,2,0,9,1,1,0
20210511,115701,1063023,2,0,10,1,1,0
20210511,115702,1063819,2,0,10,2,2,0
20210511,115702,1063886,2,0,11,2,2,0
20210511,115702,1064129,2,0,12,2,2,0
20210511,115703,1064235,2,0,13,2,2,0
20210511,115703,1064571,2,0,14,2,2,0
20210511,115703,1064693,2,0,15,2,2,0
20210511,115703,1064814,2,0,16,2,2,0
20210511,115703,1064931,2,0,17,2,2,0
20210511,115703,1065030,2,0,18,2,2,0
