date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210428,113739,145856,0,0,1,0,0,0
20210428,113739,146325,0,0,2,0,0,0
20210428,113740,147026,0,0,3,0,0,0
20210428,113740,147388,0,0,4,0,0,0
20210428,113741,148502,0,0,5,0,0,0
20210428,113742,149305,0,0,5,1,1,0
20210428,113745,152107,0,2,1,0,0,0
20210428,113746,153401,0,2,2,0,0,0
20210428,113747,153793,0,2,3,0,0,0
20210428,113747,154159,0,2,4,0,0,0
20210428,113748,155492,0,2,5,0,0,0
20210428,113749,156305,0,2,5,1,1,0
20210428,113834,201019,0,0,6,1,1,0
20210428,113834,201452,0,0,7,1,1,0
20210428,113835,201834,0,0,8,1,1,0
20210428,113835,202219,0,0,9,1,1,0
20210428,113835,202619,0,0,10,1,1,0
20210428,113836,203435,0,0,10,2,2,0
20210428,113841,208669,0,2,6,1,1,0
20210428,113843,210036,0,2,7,1,1,0
20210428,113844,210871,0,2,8,1,1,0
20210428,113844,211528,0,2,9,1,1,0
20210428,113846,213587,0,2,10,1,1,0
20210428,113847,214402,0,2,10,2,2,0
20210428,121241,2247898,0,0,11,2,2,0
20210428,121241,2248066,0,0,12,2,2,0
20210428,121241,2248254,0,0,13,2,2,0
20210428,121241,2248498,0,0,14,2,2,0
20210428,121241,2248663,0,0,15,2,2,0
20210428,121242,2249466,0,0,15,3,3,0
20210428,121335,2302301,0,0,16,3,3,0
20210428,121713,2519859,0,0,17,3,3,0
20210428,121713,2519990,0,0,18,3,3,0
20210428,121727,2534324,0,0,19,3,3,0
20210428,121727,2534459,0,0,20,3,3,0
20210428,121728,2535259,0,0,20,4,4,0
20210428,121830,2597548,0,0,21,4,4,0
20210428,121832,2598849,0,0,22,4,4,0
20210428,121832,2598865,0,0,23,4,4,0
20210428,122207,2813921,0,2,11,2,2,0
20210428,122207,2814023,0,2,12,2,2,0
20210428,122207,2814137,0,2,13,2,2,0
20210428,122207,2814318,0,2,14,2,2,0
20210428,122537,3024432,0,0,24,4,4,0
20210428,122537,3024615,0,0,25,4,4,0
20210428,122538,3025422,0,0,25,5,5,0
20210428,122538,3025548,0,0,26,5,5,0
20210428,122539,3025782,0,0,27,5,5,0
20210428,122539,3025899,0,0,28,5,5,0
20210428,122539,3026008,0,0,29,5,5,0
20210428,122539,3026133,0,0,30,5,5,0
20210428,122539,3026372,0,0,31,5,5,0
20210428,122632,3079228,0,0,32,5,5,0
20210428,122701,3108733,0,0,33,5,5,0
20210428,122702,3109015,0,0,34,5,5,0
20210428,122702,3109292,0,0,35,5,5,0
20210428,122702,3109488,0,0,36,5,5,0
20210428,122703,3110295,0,0,36,6,6,0
20210428,122703,3110383,0,0,37,6,6,0
20210428,122703,3110599,0,0,38,6,6,0
20210428,122704,3110824,0,0,39,6,6,0
20210428,122704,3111166,0,0,40,6,6,0
20210428,122704,3111405,0,0,41,6,6,0
20210428,122710,3117700,0,2,15,2,2,0
20210428,122711,3118516,0,2,15,3,3,0
20210428,122859,3226112,0,0,42,6,6,0
20210428,122859,3226194,0,0,43,6,6,0
20210428,122859,3226362,0,0,44,6,6,0
20210428,122859,3226640,0,0,45,6,6,0
20210428,122859,3226749,0,0,46,6,6,0
20210428,122900,3227557,0,0,46,7,7,0
20210428,122912,3239184,0,0,47,7,7,0
20210428,122937,3264043,0,2,16,3,3,0
20210428,122953,3279783,0,0,48,7,7,0
20210428,122953,3280062,0,0,49,7,7,0
20210428,122954,3280774,0,0,50,7,7,0
20210428,122954,3280918,0,0,51,7,7,0
20210428,122954,3281143,0,0,52,7,7,0
20210428,122955,3281935,0,0,52,8,8,0
20210428,122956,3283129,0,0,53,8,8,0
20210428,122956,3283280,0,0,54,8,8,0
20210428,123002,3288968,0,0,55,8,8,0
20210428,123320,3487243,0,0,56,8,8,0
20210428,123510,3596955,0,2,17,3,3,0
20210428,123510,3597071,0,2,18,3,3,0
20210428,123510,3597182,0,2,19,3,3,0
20210428,123510,3597287,0,2,20,3,3,0
20210428,123511,3598088,0,2,20,4,4,0
20210428,123511,3598088,0,2,21,4,4,0
20210428,123511,3598221,0,2,22,4,4,0
20210428,123511,3598338,0,2,23,4,4,0
20210428,123511,3598469,0,2,24,4,4,0
20210428,123511,3598579,0,2,25,4,4,0
20210428,123511,3598698,0,2,26,4,4,0
20210428,123512,3598804,0,2,27,4,4,0
20210428,123512,3598937,0,2,28,4,4,0
20210428,123512,3599061,0,2,29,4,4,0
20210428,123512,3599171,0,2,30,4,4,0
20210428,123512,3599295,0,2,31,4,4,0
20210428,123512,3599405,0,2,32,4,4,0
20210428,123512,3599538,0,2,33,4,4,0
20210428,123512,3599670,0,2,34,4,4,0
20210428,123513,3599819,0,2,35,4,4,0
20210428,123513,3599938,0,2,36,4,4,0
20210428,123513,3600038,0,2,37,4,4,0
20210428,123513,3600154,0,2,38,4,4,0
20210428,123513,3600287,0,2,39,4,4,0
20210428,123513,3600404,0,2,40,4,4,0
20210428,123513,3600663,0,2,41,4,4,0
20210428,123821,3788475,0,2,42,4,4,0
20210428,123821,3788610,0,2,43,4,4,0
20210428,123821,3788713,0,2,44,4,4,0
20210428,123822,3788816,0,2,45,4,4,0
20210428,123822,3788889,0,2,46,4,4,0
20210428,123822,3789691,0,2,46,5,5,0
20210428,123823,3789875,0,2,47,5,5,0
20210428,123823,3789988,0,2,48,5,5,0
20210428,123823,3790093,0,2,49,5,5,0
20210428,123823,3790217,0,2,50,5,5,0
20210428,123823,3790341,0,2,51,5,5,0
20210428,123823,3790458,0,2,52,5,5,0
20210428,123823,3790581,0,2,53,5,5,0
20210428,123823,3790691,0,2,54,5,5,0
20210428,123824,3790806,0,2,55,5,5,0
20210428,123824,3790925,0,2,56,5,5,0
20210428,123824,3791052,0,2,57,5,5,0
20210428,123824,3791159,0,2,58,5,5,0
20210428,123824,3791535,0,2,59,5,5,0
20210428,124215,4022594,0,2,60,5,5,0
20210428,124216,4022794,0,2,61,5,5,0
20210428,124216,4022902,0,2,62,5,5,0
20210428,124216,4022978,0,2,63,5,5,0
20210428,124216,4023097,0,2,64,5,5,0
20210428,124217,4023912,0,2,64,6,6,0
20210428,124217,4023927,0,2,65,6,6,0
20210428,124217,4024037,0,2,66,6,6,0
20210428,124217,4024144,0,2,67,6,6,0
20210428,124217,4024261,0,2,68,6,6,0
20210428,124217,4024362,0,2,69,6,6,0
20210428,124217,4024478,0,2,70,6,6,0
20210428,124217,4024610,0,2,71,6,6,0
20210428,124218,4024758,0,2,72,6,6,0
20210428,124218,4024894,0,2,73,6,6,0
20210428,124218,4025008,0,2,74,6,6,0
20210428,124218,4025144,0,2,75,6,6,0
20210428,124218,4025254,0,2,76,6,6,0
20210428,124324,4091625,0,2,77,6,6,0
20210428,124342,4109449,0,2,78,6,6,0
20210428,124342,4109649,0,2,79,6,6,0
20210428,124343,4109848,0,2,80,6,6,0
20210428,124343,4110045,0,2,81,6,6,0
20210428,124344,4110847,0,2,81,7,7,0
20210428,124344,4111061,0,2,82,7,7,0
20210428,124344,4111181,0,2,83,7,7,0
20210428,124344,4111283,0,2,84,7,7,0
20210428,124344,4111516,0,2,85,7,7,0
20210428,124344,4111748,0,2,86,7,7,0
20210428,124345,4111875,0,2,87,7,7,0
20210428,124345,4111999,0,2,88,7,7,0
20210428,124345,4112233,0,2,89,7,7,0
20210428,124345,4112599,0,2,90,7,7,0
20210428,124346,4112849,0,2,91,7,7,0
20210428,124346,4112977,0,2,92,7,7,0
20210428,124346,4113088,0,2,93,7,7,0
20210428,124356,4123149,0,0,57,8,8,0
20210428,124356,4123249,0,0,58,8,8,0
20210428,124356,4123347,0,0,59,8,8,0
20210428,124356,4123544,0,0,60,8,8,0
20210428,124357,4124332,0,0,60,9,9,0
20210428,124431,4158066,0,0,61,9,9,0
20210428,124431,4158449,0,0,62,9,9,0
20210428,124448,4175416,0,0,63,9,9,0
