date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210426,115344,256300,0,0,1,0,0,0
20210426,115344,256701,0,0,2,0,0,0
20210426,115345,257148,0,0,3,0,0,0
20210426,115345,257602,0,0,4,0,0,0
20210426,115345,258042,0,0,5,0,0,0
20210426,115346,258849,0,0,5,1,1,0
20210426,115350,262502,0,2,1,0,0,0
20210426,115351,263608,0,2,2,0,0,0
20210426,115352,264286,0,2,3,0,0,0
20210426,115353,265660,0,2,4,0,0,0
20210426,115356,268237,0,2,5,0,0,0
20210426,115356,269048,0,2,5,1,1,0
20210426,115401,273304,0,0,6,1,1,0
20210426,115401,273798,0,0,7,1,1,0
20210426,115402,274337,0,0,8,1,1,0
20210426,115402,274887,0,0,9,1,1,0
20210426,115403,275379,0,0,10,1,1,0
20210426,115403,275703,0,0,11,1,1,0
20210426,115406,278337,0,0,12,1,1,0
20210426,115408,280217,0,0,13,1,1,0
20210426,115409,282052,0,0,14,1,1,0
20210426,115417,289906,0,2,6,1,1,0
20210426,115419,291772,0,2,7,1,1,0
20210426,115421,293598,0,2,8,1,1,0
20210426,115422,294555,0,2,9,1,1,0
20210426,115423,295472,0,2,10,1,1,0
20210426,115424,296289,0,2,10,2,2,0
20210426,115429,301363,0,0,15,1,1,0
20210426,115429,301973,0,0,16,1,1,0
20210426,115430,302788,0,0,16,2,2,0
20210426,115430,302989,0,0,17,2,2,0
20210426,115444,317123,0,2,11,2,2,0
20210426,115445,318083,0,2,12,2,2,0
20210426,115446,318835,0,2,13,2,2,0
20210426,115447,319441,0,2,14,2,2,0
20210426,115448,320449,0,2,15,2,2,0
20210426,115449,321257,0,2,15,3,3,0
20210426,115453,326118,0,0,18,2,2,0
20210426,115454,326974,0,0,19,2,2,0
20210426,115455,327790,0,0,20,2,2,0
20210426,115456,328637,0,0,21,2,2,0
20210426,115457,329457,0,0,22,2,2,0
20210426,115458,330258,0,0,22,3,3,0
