date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210426,122248,1601603,0,0,1,0,0,0
20210426,122248,1601607,0,0,2,0,0,0
20210426,122845,1958984,0,0,3,0,0,0
20210426,122846,1959154,0,0,4,0,0,0
20210426,122846,1959254,0,0,5,0,0,0
20210426,122846,1960054,0,0,5,1,1,0
20210426,122948,2021547,0,0,6,1,1,0
20210426,122948,2021723,0,0,7,1,1,0
20210426,122948,2021755,0,0,8,1,1,0
20210426,123042,2075803,0,2,1,0,0,0
20210426,123042,2075996,0,2,2,0,0,0
20210426,123739,2492545,0,0,9,1,1,0
20210426,123747,2500547,0,0,10,1,1,0
20210426,123748,2501359,0,0,10,2,2,0
20210426,125548,3581936,0,0,11,2,2,0
20210426,125549,3582444,0,0,12,2,2,0
20210426,125549,3582789,0,0,13,2,2,0
20210426,125549,3583027,0,0,14,2,2,0
20210426,125550,3583452,0,0,15,2,2,0
20210426,125551,3584255,0,0,15,3,3,0
20210426,125551,3584528,0,0,16,3,3,0
20210426,125551,3585009,0,0,17,3,3,0
20210426,125552,3585402,0,0,18,3,3,0
20210426,125552,3585660,0,0,19,3,3,0
20210426,125553,3586211,0,0,20,3,3,0
20210426,125553,3586610,0,0,21,3,3,0
20210426,125554,3587427,0,0,22,3,3,0
20210426,125554,3587578,0,0,23,3,3,0
20210426,125554,3587843,0,0,24,3,3,0
20210426,125555,3588311,0,0,25,3,3,0
20210426,125555,3588752,0,0,26,3,3,0
20210426,125555,3588844,0,0,27,3,3,0
20210426,125556,3589260,0,0,28,3,3,0
20210426,125556,3589830,0,0,29,3,3,0
20210426,125723,3676971,0,0,30,3,3,0
20210426,125724,3677168,0,0,31,3,3,0
20210426,125724,3677352,0,0,32,3,3,0
20210426,125724,3677569,0,0,33,3,3,0
20210426,125724,3677790,0,0,34,3,3,0
20210426,125725,3678588,0,0,34,4,4,0
20210426,130039,3872812,0,2,3,0,0,0
20210426,130039,3872896,0,2,4,0,0,0
20210426,130039,3872987,0,2,5,0,0,0
20210426,130040,3873794,0,2,5,1,1,0
20210426,130040,3873796,0,2,6,1,1,0
20210426,130041,3874129,0,2,7,1,1,0
20210426,130041,3874246,0,2,8,1,1,0
20210426,130041,3874396,0,2,9,1,1,0
20210426,130041,3874503,0,2,10,1,1,0
20210426,130041,3874829,0,2,11,1,1,0
20210426,130041,3874896,0,2,12,1,1,0
20210426,130041,3874980,0,2,13,1,1,0
20210426,130042,3875363,0,2,14,1,1,0
20210426,130042,3875463,0,2,15,1,1,0
20210426,130043,3876162,0,2,16,1,1,0
20210426,130043,3876657,0,2,17,1,1,0
20210426,130043,3876735,0,2,18,1,1,0
20210426,130305,4018228,0,2,19,1,1,0
20210426,130305,4018355,0,2,20,1,1,0
20210426,130305,4018462,0,2,21,1,1,0
20210426,130305,4018770,0,2,22,1,1,0
20210426,130437,4110504,0,0,35,4,4,0
20210426,130437,4110752,0,0,36,4,4,0
20210426,130438,4111329,0,0,37,4,4,0
20210426,130438,4111567,0,0,38,4,4,0
20210426,130438,4111817,0,0,39,4,4,0
20210426,130439,4112622,0,0,39,5,5,0
20210426,130652,4245671,0,0,40,5,5,0
20210426,130653,4246171,0,0,41,5,5,0
20210426,130711,4264487,0,0,42,5,5,0
20210426,130723,4276450,0,0,43,5,5,0
20210426,130723,4276622,0,0,44,5,5,0
20210426,130724,4277429,0,0,44,6,6,0
20210426,130724,4277688,0,0,45,6,6,0
20210426,130749,4302773,0,2,23,1,1,0
20210426,130750,4303581,0,2,23,2,2,0
20210426,130837,4350490,0,0,46,6,6,0
20210426,130843,4357085,0,0,47,6,6,0
20210426,130844,4357481,0,0,48,6,6,0
20210426,130844,4357802,0,0,49,6,6,0
20210426,130845,4358137,0,0,50,6,6,0
20210426,130845,4358941,0,0,50,7,7,0
20210426,130909,4382773,0,0,51,7,7,0
20210426,130909,4382986,0,0,52,7,7,0
20210426,130953,4426524,0,2,24,2,2,0
20210426,130953,4426758,0,2,25,2,2,0
20210426,130953,4426958,0,2,26,2,2,0
20210426,130953,4427091,0,2,27,2,2,0
20210426,131029,4462783,0,2,28,2,2,0
20210426,131030,4463599,0,2,28,3,3,0
20210426,131102,4495801,0,0,53,7,7,0
20210426,131105,4498888,0,0,54,7,7,0
20210426,131110,4503729,0,0,55,7,7,0
20210426,131111,4504532,0,0,55,8,8,0
20210426,131153,4546887,0,0,56,8,8,0
20210426,131154,4547465,0,0,57,8,8,0
20210426,131154,4547932,0,0,58,8,8,0
20210426,131155,4548406,0,0,59,8,8,0
20210426,131156,4549123,0,0,60,8,8,0
20210426,131156,4549926,0,0,60,9,9,0
20210426,131158,4552039,0,0,61,9,9,0
20210426,131313,4626120,0,0,62,9,9,0
20210426,131313,4626304,0,0,63,9,9,0
20210426,131349,4662777,0,0,64,9,9,0
20210426,131349,4662957,0,0,65,9,9,0
20210426,131350,4664046,0,0,66,9,9,0
20210426,131351,4664846,0,0,66,10,10,0
20210426,131400,4673929,0,2,29,3,3,0
20210426,131400,4674041,0,2,30,3,3,0
20210426,131401,4674196,0,2,31,3,3,0
20210426,131410,4683180,0,0,67,10,10,0
20210426,131410,4683363,0,0,68,10,10,0
20210426,131410,4683555,0,0,69,10,10,0
20210426,131459,4732647,0,0,70,10,10,0
20210426,131459,4732797,0,0,71,10,10,0
20210426,131503,4736222,0,0,72,10,10,0
20210426,131503,4736364,0,0,73,10,10,0
20210426,131541,4774647,0,0,74,10,10,0
20210426,131542,4775448,0,0,74,11,11,0
20210426,131542,4775565,0,0,75,11,11,0
20210426,131542,4775829,0,0,76,11,11,0
20210426,131543,4776181,0,0,77,11,11,0
20210426,131543,4776532,0,0,78,11,11,0
20210426,131558,4791843,0,0,79,11,11,0
20210426,131558,4792030,0,0,80,11,11,0
20210426,131624,4817697,0,2,32,3,3,0
20210426,131624,4817885,0,2,33,3,3,0
20210426,131625,4818695,0,2,33,4,4,0
20210426,131951,5024437,0,2,34,4,4,0
20210426,131951,5024671,0,2,35,4,4,0
20210426,131952,5025105,0,2,36,4,4,0
20210426,131952,5025220,0,2,37,4,4,0
20210426,131952,5025337,0,2,38,4,4,0
20210426,131953,5026151,0,2,38,5,5,0
20210426,131953,5026201,0,2,39,5,5,0
20210426,131953,5026320,0,2,40,5,5,0
20210426,131953,5026437,0,2,41,5,5,0
20210426,131953,5026703,0,2,42,5,5,0
20210426,131953,5026954,0,2,43,5,5,0
20210426,131953,5027080,0,2,44,5,5,0
20210426,131954,5027304,0,2,45,5,5,0
20210426,131954,5027554,0,2,46,5,5,0
20210426,131954,5027802,0,2,47,5,5,0
20210426,131954,5028064,0,2,48,5,5,0
20210426,131955,5028198,0,2,49,5,5,0
20210426,131956,5029439,0,2,50,5,5,0
20210426,131959,5032773,0,2,51,5,5,0
20210426,132001,5034357,0,2,52,5,5,0
20210426,132001,5034457,0,2,53,5,5,0
20210426,132001,5034590,0,2,54,5,5,0
20210426,132011,5044842,0,0,81,11,11,0
20210426,132012,5045127,0,0,82,11,11,0
20210426,132012,5045575,0,0,83,11,11,0
20210426,132012,5045687,0,0,84,11,11,0
20210426,132012,5045910,0,0,85,11,11,0
20210426,132013,5046726,0,0,85,12,12,0
20210426,132013,5046759,0,0,86,12,12,0
20210426,134557,6590248,0,0,87,12,12,0
20210426,134558,6591277,0,0,88,12,12,0
20210426,134558,6591815,0,0,89,12,12,0
20210426,134559,6592282,0,0,90,12,12,0
20210426,134600,6593296,0,0,91,12,12,0
